timestamp,ticker,price,bid,ask,volume,order_book_depth_usd,regime
1783427795,CSPR/USD,0.034444,0.034414,0.034473,17106.91,2434328.11,normal
1783427796,CSPR/USD,0.034419,0.034398,0.034441,41737.83,2399921.8,normal
1783427797,CSPR/USD,0.034475,0.034443,0.034507,41399.15,2467678.02,normal
1783427798,CSPR/USD,0.034493,0.034478,0.034509,13051.55,2232897.56,normal
1783427799,CSPR/USD,0.0344,0.034381,0.034419,14934.9,2319103.18,normal
1783427800,CSPR/USD,0.034417,0.034385,0.034449,32491.34,934557.56,normal
1783427801,CSPR/USD,0.034397,0.034365,0.034429,4021.29,2162013.58,normal
1783427802,CSPR/USD,0.034361,0.034335,0.034387,10316.91,1917714.23,normal
1783427803,CSPR/USD,0.034393,0.034363,0.034424,38888.6,2425573.02,normal
1783427804,CSPR/USD,0.034448,0.034437,0.034459,29148.55,1642523.66,normal
1783427805,CSPR/USD,0.034497,0.034466,0.034528,17951.18,670334.33,normal
1783427806,CSPR/USD,0.034452,0.034436,0.034469,4005.14,1694797.78,normal
1783427807,CSPR/USD,0.034436,0.034423,0.034449,12836.81,1873161.86,normal
1783427808,CSPR/USD,0.034454,0.034439,0.034468,8333.74,940642.06,normal
1783427809,CSPR/USD,0.034505,0.034486,0.034525,17410.54,1288226.77,normal
1783427810,CSPR/USD,0.03448,0.034465,0.034495,6992.01,1697006.83,normal
1783427811,CSPR/USD,0.03447,0.034453,0.034487,5880.64,1248211.47,normal
1783427812,CSPR/USD,0.034412,0.034399,0.034424,2560.88,1249895.43,normal
1783427813,CSPR/USD,0.034349,0.034332,0.034365,35505.53,766173.28,normal
1783427814,CSPR/USD,0.034391,0.034368,0.034415,9702.93,2381493.45,normal
1783427815,CSPR/USD,0.034463,0.034443,0.034483,15149.41,2000988.77,normal
1783427816,CSPR/USD,0.034459,0.034441,0.034477,13335.83,502486.88,normal
1783427817,CSPR/USD,0.034512,0.034484,0.03454,5687.65,2031226.57,normal
1783427818,CSPR/USD,0.034531,0.034499,0.034563,4879.26,1979589.99,normal
1783427819,CSPR/USD,0.034497,0.034469,0.034525,5977.44,519461.92,normal
1783427820,CSPR/USD,0.034516,0.034499,0.034533,7491.06,1239208.6,normal
1783427821,CSPR/USD,0.034597,0.034569,0.034625,17913.05,1713495.38,normal
1783427822,CSPR/USD,0.034595,0.034583,0.034608,7068.66,1405501.3,normal
1783427823,CSPR/USD,0.034678,0.034666,0.03469,54024.48,2055972.24,normal
1783427824,CSPR/USD,0.03454,0.034522,0.034557,30385.5,1350916.67,normal
1783427825,CSPR/USD,0.034583,0.034553,0.034613,25506.48,807725.94,normal
1783427826,CSPR/USD,0.034588,0.034573,0.034603,12140.14,2452831.25,normal
1783427827,CSPR/USD,0.034572,0.034561,0.034582,44865.51,984079.99,normal
1783427828,CSPR/USD,0.034577,0.034565,0.034589,11221.6,1935384.62,normal
1783427829,CSPR/USD,0.034472,0.034441,0.034502,13029.76,786312.62,normal
1783427830,CSPR/USD,0.03446,0.034435,0.034485,15305.69,1158025.23,normal
1783427831,CSPR/USD,0.034479,0.034464,0.034494,23422.64,1384055.22,normal
1783427832,CSPR/USD,0.034557,0.034534,0.03458,22237.3,884464.01,normal
1783427833,CSPR/USD,0.034529,0.034507,0.034552,9135.29,1399919.15,normal
1783427834,CSPR/USD,0.034487,0.034461,0.034512,8722.01,814325.65,normal
1783427835,CSPR/USD,0.03446,0.034446,0.034475,22290.65,1618013.08,normal
1783427836,CSPR/USD,0.034508,0.034477,0.034539,23675.34,1827426.51,normal
1783427837,CSPR/USD,0.034526,0.034509,0.034542,9752.89,624868.57,normal
1783427838,CSPR/USD,0.034498,0.034471,0.034524,3752.77,2242264.24,normal
1783427839,CSPR/USD,0.034525,0.034516,0.034534,11317.97,870281.77,normal
1783427840,CSPR/USD,0.03453,0.034512,0.034548,22000.5,950724.85,normal
1783427841,CSPR/USD,0.034581,0.034563,0.034599,56632.23,1822699.68,normal
1783427842,CSPR/USD,0.034544,0.034521,0.034567,5123.71,1437502.12,normal
1783427843,CSPR/USD,0.034527,0.034516,0.034537,9497.11,1498791.2,normal
1783427844,CSPR/USD,0.034506,0.034477,0.034535,9783.74,756309.97,normal
1783427845,CSPR/USD,0.034429,0.034414,0.034443,39523.25,2111471.64,normal
1783427846,CSPR/USD,0.034444,0.034418,0.03447,12991.45,1734108.49,normal
1783427847,CSPR/USD,0.034458,0.034429,0.034487,6464.87,770764.09,normal
1783427848,CSPR/USD,0.034458,0.034435,0.034481,20888.55,1247998.73,normal
1783427849,CSPR/USD,0.034446,0.034418,0.034474,9665.22,2120819.87,normal
1783427850,CSPR/USD,0.034371,0.034346,0.034397,5016.51,1636710.09,normal
1783427851,CSPR/USD,0.034349,0.034331,0.034367,6540.58,717297.56,normal
1783427852,CSPR/USD,0.034331,0.034302,0.034361,53489.12,1245554.09,normal
1783427853,CSPR/USD,0.034289,0.034273,0.034305,18167.1,985388.8,normal
1783427854,CSPR/USD,0.034281,0.034257,0.034304,14562.54,1534931.11,normal
1783427855,CSPR/USD,0.034302,0.034274,0.034329,10938.95,2186722.26,normal
1783427856,CSPR/USD,0.034401,0.034382,0.034419,16877.2,1372534.27,normal
1783427857,CSPR/USD,0.03441,0.034394,0.034426,16717.12,1366684.06,normal
1783427858,CSPR/USD,0.034424,0.034403,0.034444,16877.47,2310701.8,normal
1783427859,CSPR/USD,0.03442,0.03439,0.034449,14645.32,1652370.83,normal
1783427860,CSPR/USD,0.034319,0.034286,0.034351,26770.04,1632382.17,normal
1783427861,CSPR/USD,0.034317,0.034295,0.03434,13608.96,1023819.78,normal
1783427862,CSPR/USD,0.03432,0.034295,0.034346,6109.8,1715445.5,normal
1783427863,CSPR/USD,0.03445,0.034418,0.034482,8185.03,1651820.93,normal
1783427864,CSPR/USD,0.03444,0.034429,0.034451,2742.94,1293702.94,normal
1783427865,CSPR/USD,0.034456,0.034441,0.03447,67606.11,2481391.13,normal
1783427866,CSPR/USD,0.034454,0.034427,0.034481,26640.92,2263781.93,normal
1783427867,CSPR/USD,0.034392,0.034362,0.034422,6877.04,1999172.58,normal
1783427868,CSPR/USD,0.034453,0.034422,0.034483,10662.88,1574691.18,normal
1783427869,CSPR/USD,0.034492,0.034473,0.034512,8026.46,1424119.6,normal
1783427870,CSPR/USD,0.034534,0.034523,0.034545,45891.62,869794.79,normal
1783427871,CSPR/USD,0.034486,0.034466,0.034506,4290.24,1111474.95,normal
1783427872,CSPR/USD,0.03456,0.034545,0.034575,14641.0,2047921.6,normal
1783427873,CSPR/USD,0.034486,0.03447,0.034502,12248.73,1407497.91,normal
1783427874,CSPR/USD,0.034517,0.034488,0.034545,25886.35,2264539.03,normal
1783427875,CSPR/USD,0.034633,0.034622,0.034643,12293.09,795822.27,normal
1783427876,CSPR/USD,0.03458,0.03455,0.03461,3272.9,1516694.19,normal
1783427877,CSPR/USD,0.03455,0.034531,0.03457,10928.24,1793931.37,normal
1783427878,CSPR/USD,0.034556,0.034531,0.03458,6138.1,1533696.91,normal
1783427879,CSPR/USD,0.034529,0.034518,0.03454,14237.91,2278453.78,normal
1783427880,CSPR/USD,0.034447,0.03443,0.034464,42080.58,2479126.56,normal
1783427881,CSPR/USD,0.034451,0.03444,0.034462,3322.46,731669.32,normal
1783427882,CSPR/USD,0.034395,0.034361,0.034428,7043.23,759909.81,normal
1783427883,CSPR/USD,0.03442,0.03439,0.034449,8585.63,760648.23,normal
1783427884,CSPR/USD,0.034371,0.034351,0.034392,9844.77,1862354.19,normal
1783427885,CSPR/USD,0.034453,0.034438,0.034467,24151.47,1245352.19,normal
1783427886,CSPR/USD,0.034411,0.034379,0.034444,11627.92,1966629.32,normal
1783427887,CSPR/USD,0.034394,0.034377,0.034412,18632.12,1310942.95,normal
1783427888,CSPR/USD,0.034437,0.034425,0.03445,8098.07,1755213.44,normal
1783427889,CSPR/USD,0.034372,0.034349,0.034396,16057.63,2039716.01,normal
1783427890,CSPR/USD,0.034384,0.034351,0.034417,24890.42,1596431.82,normal
1783427891,CSPR/USD,0.034453,0.034445,0.034462,7436.54,1579007.18,normal
1783427892,CSPR/USD,0.034369,0.034354,0.034383,24961.41,676468.65,normal
1783427893,CSPR/USD,0.034378,0.034345,0.034411,13931.37,1321563.49,normal
1783427894,CSPR/USD,0.034392,0.034379,0.034405,30833.84,1591554.31,normal
1783427895,CSPR/USD,0.034433,0.034422,0.034445,11371.48,1423961.65,normal
1783427896,CSPR/USD,0.034368,0.034345,0.034391,18124.06,2301564.0,normal
1783427897,CSPR/USD,0.034298,0.034268,0.034329,12932.71,2313061.26,normal
1783427898,CSPR/USD,0.034326,0.034305,0.034347,12370.01,2143834.76,normal
1783427899,CSPR/USD,0.034341,0.034307,0.034376,16434.6,1250596.15,normal
1783427900,CSPR/USD,0.034355,0.034329,0.034381,20525.97,1934598.3,normal
1783427901,CSPR/USD,0.034373,0.034362,0.034383,4916.48,1290576.92,normal
1783427902,CSPR/USD,0.034337,0.034303,0.034371,42062.29,965187.2,normal
1783427903,CSPR/USD,0.034349,0.03433,0.034368,3017.76,1185805.29,normal
1783427904,CSPR/USD,0.034365,0.034349,0.034381,7724.48,641929.27,normal
1783427905,CSPR/USD,0.034327,0.034304,0.03435,12389.25,1163555.02,normal
1783427906,CSPR/USD,0.034425,0.034409,0.034442,18580.81,1421484.43,normal
1783427907,CSPR/USD,0.03445,0.034439,0.034461,47142.87,2410961.79,normal
1783427908,CSPR/USD,0.034387,0.034379,0.034396,3021.07,1126821.17,normal
1783427909,CSPR/USD,0.034422,0.034402,0.034442,8900.34,2304907.08,normal
1783427910,CSPR/USD,0.034371,0.03434,0.034401,2437.02,957716.55,normal
1783427911,CSPR/USD,0.034412,0.034389,0.034435,13702.01,881937.8,normal
1783427912,CSPR/USD,0.034473,0.034439,0.034508,16603.14,1537990.91,normal
1783427913,CSPR/USD,0.03443,0.034414,0.034446,47697.61,1845022.74,normal
1783427914,CSPR/USD,0.034481,0.034465,0.034496,14713.31,588664.5,normal
1783427915,CSPR/USD,0.034502,0.03449,0.034515,30798.46,942131.73,normal
1783427916,CSPR/USD,0.034546,0.034533,0.034559,21312.94,1411367.33,normal
1783427917,CSPR/USD,0.034646,0.03463,0.034662,9431.42,1162008.67,normal
1783427918,CSPR/USD,0.034633,0.034604,0.034662,4327.87,1925242.16,normal
1783427919,CSPR/USD,0.034593,0.034561,0.034625,16647.28,1522321.19,normal
1783427920,CSPR/USD,0.034546,0.034512,0.03458,4049.38,820718.21,normal
1783427921,CSPR/USD,0.034503,0.034488,0.034518,37652.92,2288930.76,normal
1783427922,CSPR/USD,0.034499,0.034467,0.03453,11735.23,1085811.35,normal
1783427923,CSPR/USD,0.034517,0.0345,0.034534,34757.2,1962262.22,normal
1783427924,CSPR/USD,0.034532,0.03452,0.034543,9098.17,2059831.56,normal
1783427925,CSPR/USD,0.034575,0.034544,0.034606,16565.55,2426315.4,normal
1783427926,CSPR/USD,0.034576,0.034551,0.034601,15795.48,1497014.93,normal
1783427927,CSPR/USD,0.034653,0.03464,0.034666,12886.88,1731671.03,normal
1783427928,CSPR/USD,0.034639,0.034619,0.034659,9450.97,1169752.59,normal
1783427929,CSPR/USD,0.034783,0.034767,0.0348,18287.35,1856358.59,normal
1783427930,CSPR/USD,0.034817,0.034789,0.034845,6368.18,1426766.97,normal
1783427931,CSPR/USD,0.034771,0.034751,0.034792,5076.88,1375304.73,normal
1783427932,CSPR/USD,0.034714,0.03468,0.034748,36107.7,2210935.06,normal
1783427933,CSPR/USD,0.03474,0.03473,0.03475,23902.41,600337.69,normal
1783427934,CSPR/USD,0.034728,0.03471,0.034746,14082.85,2263924.86,normal
1783427935,CSPR/USD,0.034766,0.034744,0.034787,50620.6,2204139.68,normal
1783427936,CSPR/USD,0.034791,0.034769,0.034813,10783.66,1512732.51,normal
1783427937,CSPR/USD,0.034787,0.03477,0.034804,38490.34,1480405.71,normal
1783427938,CSPR/USD,0.034742,0.034714,0.03477,15374.4,1223614.74,normal
1783427939,CSPR/USD,0.034661,0.03463,0.034693,5885.22,2488347.58,normal
1783427940,CSPR/USD,0.034638,0.034605,0.034671,58596.61,722338.67,normal
1783427941,CSPR/USD,0.034683,0.034654,0.034713,29512.49,1680430.47,normal
1783427942,CSPR/USD,0.034694,0.034664,0.034725,12126.92,1863363.18,normal
1783427943,CSPR/USD,0.034628,0.034605,0.034651,23902.47,2368660.02,normal
1783427944,CSPR/USD,0.034638,0.034607,0.034668,9672.45,2060406.99,normal
1783427945,CSPR/USD,0.034658,0.034641,0.034674,25934.24,1787694.41,normal
1783427946,CSPR/USD,0.034611,0.034592,0.03463,1972.66,733624.63,normal
1783427947,CSPR/USD,0.034619,0.034602,0.034636,5908.57,1247467.03,normal
1783427948,CSPR/USD,0.034622,0.034601,0.034643,29243.36,777683.29,normal
1783427949,CSPR/USD,0.034562,0.034546,0.034578,10941.03,2262425.46,normal
1783427950,CSPR/USD,0.034581,0.034547,0.034614,15772.67,1999242.31,normal
1783427951,CSPR/USD,0.03461,0.034594,0.034627,4548.58,2015073.57,normal
1783427952,CSPR/USD,0.034668,0.034656,0.034679,58588.49,1804513.04,normal
1783427953,CSPR/USD,0.034724,0.034701,0.034746,34628.2,1514087.07,normal
1783427954,CSPR/USD,0.03465,0.03464,0.034661,11378.17,799942.12,normal
1783427955,CSPR/USD,0.034601,0.034589,0.034612,9664.78,1159389.77,normal
1783427956,CSPR/USD,0.034628,0.034614,0.034642,30445.2,773831.58,normal
1783427957,CSPR/USD,0.034655,0.034635,0.034676,65249.68,1949826.29,normal
1783427958,CSPR/USD,0.034683,0.034663,0.034702,28652.85,820457.55,normal
1783427959,CSPR/USD,0.034888,0.034858,0.034917,75920.51,1904227.1,normal
1783427960,CSPR/USD,0.034918,0.03489,0.034946,6387.63,1884510.78,normal
1783427961,CSPR/USD,0.034979,0.034959,0.034999,6936.07,1418608.96,normal
1783427962,CSPR/USD,0.03503,0.035013,0.035048,5160.8,770457.31,normal
1783427963,CSPR/USD,0.035065,0.035048,0.035082,19023.08,1129601.65,normal
1783427964,CSPR/USD,0.035048,0.035019,0.035077,15374.77,1140186.22,normal
1783427965,CSPR/USD,0.035089,0.035079,0.035099,11830.53,1900770.27,normal
1783427966,CSPR/USD,0.035047,0.035038,0.035056,25524.83,727486.04,normal
1783427967,CSPR/USD,0.035035,0.035005,0.035064,35805.72,2158137.29,normal
1783427968,CSPR/USD,0.035008,0.034987,0.03503,3942.1,2022014.58,normal
1783427969,CSPR/USD,0.035013,0.035001,0.035025,8286.83,872613.84,normal
1783427970,CSPR/USD,0.035137,0.035122,0.035152,25748.07,1938328.76,normal
1783427971,CSPR/USD,0.035037,0.035004,0.03507,9189.43,1837026.36,normal
1783427972,CSPR/USD,0.035074,0.035042,0.035105,7054.6,1996241.6,normal
1783427973,CSPR/USD,0.034987,0.03496,0.035014,30176.84,877857.11,normal
1783427974,CSPR/USD,0.034962,0.03494,0.034983,4761.89,815180.64,normal
1783427975,CSPR/USD,0.03502,0.034998,0.035043,10495.86,972967.97,normal
1783427976,CSPR/USD,0.035024,0.034989,0.035058,17377.22,1231743.41,normal
1783427977,CSPR/USD,0.034966,0.034932,0.035,8441.74,2087329.96,normal
1783427978,CSPR/USD,0.034927,0.034913,0.034942,24997.34,1975847.87,normal
1783427979,CSPR/USD,0.034964,0.034934,0.034994,8475.19,2350903.18,normal
1783427980,CSPR/USD,0.034925,0.034911,0.034939,41228.94,617259.12,normal
1783427981,CSPR/USD,0.034936,0.034922,0.034951,12081.17,523112.56,normal
1783427982,CSPR/USD,0.034939,0.034912,0.034965,22857.08,1898277.66,normal
1783427983,CSPR/USD,0.034904,0.034885,0.034923,24265.7,1058574.99,normal
1783427984,CSPR/USD,0.035019,0.034985,0.035052,8086.64,1168157.79,normal
1783427985,CSPR/USD,0.035053,0.035041,0.035064,2584.3,1593604.05,normal
1783427986,CSPR/USD,0.034944,0.034922,0.034966,17829.41,704826.25,normal
1783427987,CSPR/USD,0.034954,0.034921,0.034987,14155.11,1785388.83,normal
1783427988,CSPR/USD,0.034919,0.034886,0.034951,20840.65,1150294.89,normal
1783427989,CSPR/USD,0.034964,0.034951,0.034977,11145.35,1765430.25,normal
1783427990,CSPR/USD,0.034922,0.034903,0.03494,9467.86,2168013.83,normal
1783427991,CSPR/USD,0.034916,0.034891,0.034941,66621.22,842222.67,normal
1783427992,CSPR/USD,0.034943,0.03493,0.034955,4113.86,2361746.19,normal
1783427993,CSPR/USD,0.034989,0.034955,0.035023,24032.45,1561376.28,normal
1783427994,CSPR/USD,0.034925,0.034892,0.034957,8436.46,2345855.53,normal
1783427995,CSPR/USD,0.034907,0.034894,0.03492,10212.6,915460.16,normal
1783427996,CSPR/USD,0.034881,0.034869,0.034893,10366.32,1709125.33,normal
1783427997,CSPR/USD,0.034846,0.034835,0.034857,7025.16,1307774.23,normal
1783427998,CSPR/USD,0.034941,0.034908,0.034973,21098.97,2048444.38,normal
1783427999,CSPR/USD,0.034962,0.034949,0.034976,40640.28,1711817.89,normal
1783428000,CSPR/USD,0.034895,0.034875,0.034915,19457.95,1489030.91,normal
1783428001,CSPR/USD,0.034944,0.034923,0.034964,14511.63,2325970.81,normal
1783428002,CSPR/USD,0.035058,0.035033,0.035082,6068.38,1254234.13,normal
1783428003,CSPR/USD,0.035113,0.035102,0.035124,20200.45,939960.41,normal
1783428004,CSPR/USD,0.035032,0.035017,0.035046,74987.72,1716202.37,normal
1783428005,CSPR/USD,0.035006,0.034972,0.035039,9852.14,1748056.87,normal
1783428006,CSPR/USD,0.035073,0.035041,0.035106,9889.34,1378189.24,normal
1783428007,CSPR/USD,0.035035,0.035006,0.035065,8528.16,1473220.09,normal
1783428008,CSPR/USD,0.035059,0.03505,0.035069,9031.45,2419106.83,normal
1783428009,CSPR/USD,0.035101,0.035083,0.035118,1485.88,1965371.38,normal
1783428010,CSPR/USD,0.035051,0.035026,0.035076,18472.31,721203.5,normal
1783428011,CSPR/USD,0.035048,0.035032,0.035064,6792.39,924260.14,normal
1783428012,CSPR/USD,0.034874,0.034842,0.034907,3684.13,2451153.27,normal
1783428013,CSPR/USD,0.03482,0.034794,0.034845,24405.21,1952931.11,normal
1783428014,CSPR/USD,0.034806,0.034796,0.034817,5621.68,2330090.25,normal
1783428015,CSPR/USD,0.03474,0.034707,0.034772,10189.01,1107722.93,normal
1783428016,CSPR/USD,0.034827,0.034793,0.03486,43180.92,1983733.72,normal
1783428017,CSPR/USD,0.03475,0.03474,0.034761,4326.99,1928005.42,normal
1783428018,CSPR/USD,0.034727,0.034704,0.03475,3920.29,1089379.97,normal
1783428019,CSPR/USD,0.034734,0.034717,0.034751,16571.59,1601632.65,normal
1783428020,CSPR/USD,0.034811,0.034792,0.03483,33509.69,1754830.22,normal
1783428021,CSPR/USD,0.034734,0.034721,0.034748,3791.54,1462263.62,normal
1783428022,CSPR/USD,0.034796,0.034772,0.03482,18511.58,2154357.41,normal
1783428023,CSPR/USD,0.034797,0.034763,0.03483,21264.61,2165738.08,normal
1783428024,CSPR/USD,0.034744,0.034723,0.034766,2572.6,2201201.1,normal
1783428025,CSPR/USD,0.034769,0.034758,0.03478,25306.11,2106847.14,normal
1783428026,CSPR/USD,0.034779,0.034755,0.034804,26937.77,1476166.95,normal
1783428027,CSPR/USD,0.034748,0.03473,0.034765,10410.51,1262876.6,normal
1783428028,CSPR/USD,0.034751,0.03472,0.034782,36383.73,2162752.57,normal
1783428029,CSPR/USD,0.034731,0.034711,0.034751,33162.15,1480402.92,normal
1783428030,CSPR/USD,0.034737,0.034723,0.03475,14508.56,992742.8,normal
1783428031,CSPR/USD,0.034772,0.034758,0.034786,9309.99,1514687.06,normal
1783428032,CSPR/USD,0.034856,0.034828,0.034885,6134.83,783699.64,normal
1783428033,CSPR/USD,0.03479,0.034775,0.034806,12964.23,1883258.98,normal
1783428034,CSPR/USD,0.034904,0.034875,0.034933,21074.25,1171842.56,normal
1783428035,CSPR/USD,0.0348,0.034786,0.034814,10307.82,1021317.6,normal
1783428036,CSPR/USD,0.034792,0.034775,0.034809,2303.07,2413017.49,normal
1783428037,CSPR/USD,0.034823,0.034802,0.034844,36863.28,2053761.99,normal
1783428038,CSPR/USD,0.034838,0.034805,0.034872,15555.64,2074139.01,normal
1783428039,CSPR/USD,0.034805,0.034772,0.034838,9860.58,1747443.94,normal
1783428040,CSPR/USD,0.034794,0.03478,0.034808,26521.92,2178345.62,normal
1783428041,CSPR/USD,0.034768,0.03475,0.034786,45238.82,2018324.96,normal
1783428042,CSPR/USD,0.034736,0.034724,0.034749,1420.08,1697547.41,normal
1783428043,CSPR/USD,0.034781,0.034759,0.034803,18909.33,2422248.8,normal
1783428044,CSPR/USD,0.0348,0.03478,0.034821,4267.06,883189.9,normal
1783428045,CSPR/USD,0.034764,0.034731,0.034796,19916.19,2386759.44,normal
1783428046,CSPR/USD,0.034811,0.034778,0.034844,14799.4,1302876.32,normal
1783428047,CSPR/USD,0.034828,0.034809,0.034846,22216.29,1556797.97,normal
1783428048,CSPR/USD,0.034871,0.03485,0.034893,8960.68,745478.64,normal
1783428049,CSPR/USD,0.034905,0.034873,0.034937,2985.16,1580214.88,normal
1783428050,CSPR/USD,0.03486,0.034831,0.03489,9318.02,1722413.5,normal
1783428051,CSPR/USD,0.034831,0.034822,0.034839,18499.11,2495403.08,normal
1783428052,CSPR/USD,0.03487,0.034853,0.034887,30101.01,2450384.82,normal
1783428053,CSPR/USD,0.034903,0.034883,0.034923,5231.93,2432794.58,normal
1783428054,CSPR/USD,0.034902,0.034887,0.034917,30383.3,1196776.12,normal
1783428055,CSPR/USD,0.034908,0.034894,0.034922,7956.16,2482533.0,normal
1783428056,CSPR/USD,0.034976,0.034967,0.034986,17853.59,1410956.3,normal
1783428057,CSPR/USD,0.034945,0.034919,0.03497,8884.69,2203672.52,normal
1783428058,CSPR/USD,0.034974,0.034958,0.03499,15455.75,932639.94,normal
1783428059,CSPR/USD,0.034963,0.034953,0.034973,27268.9,1511666.36,normal
1783428060,CSPR/USD,0.034951,0.034937,0.034966,5005.98,2432024.19,normal
1783428061,CSPR/USD,0.03501,0.03498,0.03504,7754.86,2394062.79,normal
1783428062,CSPR/USD,0.035055,0.035023,0.035086,15490.31,1867469.76,normal
1783428063,CSPR/USD,0.035098,0.035077,0.03512,91241.67,2095628.65,normal
1783428064,CSPR/USD,0.035168,0.035149,0.035188,6697.22,852853.39,normal
1783428065,CSPR/USD,0.035169,0.035135,0.035204,68330.2,1943317.1,normal
1783428066,CSPR/USD,0.035206,0.035192,0.03522,66405.73,1736101.62,normal
1783428067,CSPR/USD,0.035189,0.035175,0.035204,12359.14,683103.47,normal
1783428068,CSPR/USD,0.035207,0.03519,0.035223,10524.68,726318.01,normal
1783428069,CSPR/USD,0.0352,0.035187,0.035213,7679.79,716887.24,normal
1783428070,CSPR/USD,0.035205,0.035186,0.035224,12650.32,1948713.87,normal
1783428071,CSPR/USD,0.035237,0.035204,0.03527,4335.64,783430.42,normal
1783428072,CSPR/USD,0.035193,0.035168,0.035218,12569.25,1435464.54,normal
1783428073,CSPR/USD,0.035306,0.035286,0.035326,44245.29,1213963.61,normal
1783428074,CSPR/USD,0.035252,0.035218,0.035285,8193.79,1601008.28,normal
1783428075,CSPR/USD,0.035186,0.035176,0.035196,11019.49,1912952.97,normal
1783428076,CSPR/USD,0.035248,0.035234,0.035263,3425.79,1869445.07,normal
1783428077,CSPR/USD,0.035291,0.035267,0.035315,18020.22,1531039.83,normal
1783428078,CSPR/USD,0.035325,0.0353,0.03535,16507.75,1428669.75,normal
1783428079,CSPR/USD,0.035359,0.035349,0.035369,14058.21,1295631.19,normal
1783428080,CSPR/USD,0.035358,0.035339,0.035378,11232.18,2223819.9,normal
1783428081,CSPR/USD,0.03531,0.035284,0.035336,10570.2,1161703.61,normal
1783428082,CSPR/USD,0.035314,0.035286,0.035341,19960.69,1018731.64,normal
